Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
105.137150	1446.762726	8961.730392	133.000000	0.006137	47030.000000	108.397070
81.890324	36341.181537	232054.300686	123.000000	0.006607	47030.000000	85.236072
65.616853	511.043962	751.115046	85.000000	0.004484	47030.000000	68.702155
149.761541	72381.896010	762469.122402	42.000000	0.001975	47030.000000	151.466992
155.658300	186.831986	209.280112	35.000000	0.001963	47030.000000	157.050941
109.058148	430.267816	399.645687	136.000000	0.005393	47030.000000	112.266201
68.684662	116697.757200	1806125.460244	95.000000	0.005505	47030.000000	71.910729
104.270096	403.876576	237.399362	109.000000	0.005161	47030.000000	107.576622
149.935000	56934.530363	510876.005172	45.000000	0.001885	47030.000000	151.634443
73.997758	55936.302567	386855.349833	91.000000	0.004719	47030.000000	77.266782
100.215243	397.948231	207.285446	150.000000	0.005737	47030.000000	103.556698
150.821698	184.847512	339.883117	60.000000	0.002039	47030.000000	152.475259
86.336082	874.707139	1799.805163	150.000000	0.005899	47030.000000	89.727116
64.818004	96951.742427	158801.986872	79.000000	0.004964	47030.000000	67.889626
140.058383	124.511013	55.226193	60.000000	0.002223	47030.000000	142.237654
150.084330	231426.410284	350.042694	59.000000	0.002096	47030.000000	151.771233
157.873589	50013.978615	546444.265549	48.000000	0.001568	47030.000000	159.154821
91.213826	426.855358	261.873355	132.000000	0.005578	47030.000000	94.599551
91.178498	331.997687	113.999576	132.000000	0.005105	47030.000000	94.563367
136.894270	130358.401765	1552278.317476	48.000000	0.001920	47030.000000	139.223694
137.621360	127.553507	82.175777	53.000000	0.002051	47030.000000	139.894172
138.321534	62568.336138	557870.956447	38.000000	0.001925	47030.000000	140.583813
86.260977	1685.951707	28.092777	174.000000	0.006268	47030.000000	89.651211
99.759952	596428.324275	1820442.125865	144.000000	0.005937	47030.000000	103.101400
136.657135	66042.843944	797471.847233	46.000000	0.001897	47030.000000	138.985237
99.648209	63586.307018	284789.567180	142.000000	0.005737	47030.000000	103.006070
161.053893	137.937445	87.364379	40.000000	0.001801	47030.000000	162.152985
82.070238	189.759977	69.029879	119.000000	0.005456	47030.000000	85.433529
90.807549	754.666047	836.288348	165.000000	0.006307	47030.000000	94.211985
160.343832	162.908892	252.042963	39.000000	0.001907	47030.000000	161.482083
86.642673	140808.393257	735887.293508	135.000000	0.006354	47030.000000	90.082779
81.933961	88361.114205	393608.704446	134.000000	0.006501	47030.000000	85.291570
151.584759	121.817187	61.997682	55.000000	0.001978	47030.000000	153.193837
149.223660	494.205179	582.003300	37.000000	0.001943	47030.000000	150.956747
143.625505	262.210868	737.190153	48.000000	0.002249	47030.000000	145.637740
81.765939	192.616458	52.640218	142.000000	0.006104	47030.000000	85.121338
86.789814	588.684670	476.590431	147.000000	0.005556	47030.000000	90.167042
78.100029	145.726505	38.593601	106.000000	0.004905	47030.000000	81.419202
160.265833	86.211379	41.697403	50.000000	0.001905	47030.000000	161.406427
151.158367	157.325723	120.537707	54.000000	0.001849	47030.000000	152.792405
100.415417	527.246799	348.150286	151.000000	0.006077	47030.000000	103.789894
153.334170	410.922937	829.322592	48.000000	0.002075	47030.000000	154.850880
82.364367	452.394311	217.733534	138.000000	0.005521	47030.000000	85.736624
157.638417	288.264143	381.787881	42.000000	0.001560	47030.000000	158.927594
156.249957	24601.744782	255645.132849	46.000000	0.001871	47030.000000	157.612298
158.998202	299.167971	276.277889	56.000000	0.001985	47030.000000	160.209197
154.830373	189.638224	184.218289	55.000000	0.002040	47030.000000	156.269304
95.460728	362.396888	156.770709	148.000000	0.005039	47030.000000	98.833841
69.693845	1775.586096	3258.206835	77.000000	0.004688	47030.000000	72.886009
99.620407	390681.121017	1248337.938809	126.000000	0.005688	47030.000000	102.975569
158.711166	94.711244	40.682028	45.000000	0.001974	47030.000000	159.936381
95.304414	144038.331213	346679.093167	139.000000	0.006090	47030.000000	98.690706
86.883085	580.324663	527.677796	116.000000	0.005086	47030.000000	90.250010
113.417237	492.954487	731.134512	58.000000	0.005176	47030.000000	116.557757
95.023704	190020.084098	815414.793874	118.000000	0.005175	47030.000000	98.416417
