Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
17	287.529646	381.208942	20.000000	0.016730	307881.000000	18.556126
19	15.113223	6.157424	42.000000	0.035468	307881.000000	19.635079
21	547.678734	757.374285	55.000000	0.051667	307881.000000	22.733355
23	1670.477864	705.363539	62.000000	0.049293	307881.000000	24.683756
25	523.212845	159.537327	87.000000	0.079848	307881.000000	26.263016
27	169.032407	25.243059	90.000000	0.074077	307881.000000	28.171928
29	247.647970	80.429301	73.000000	0.073340	307881.000000	30.123780
31	237.512606	72.784655	83.000000	0.081732	307881.000000	33.115646
33	226.603543	61.895754	76.000000	0.069387	307881.000000	33.793702
35	1117.677095	3100.908773	24.000000	0.014778	307881.000000	35.839620
37	5.556933	62.157849	2.000000	0.004339	307881.000000	39.036148
39	1400504.542985	75325225.316532	17.000000	0.021113	307881.000000	40.424423
59	231.898365	25.577194	121.000000	0.034624	307881.000000	62.112830
61	169.983319	45.027131	53.000000	0.016135	307881.000000	63.317543
63	377.720020	32.880998	173.000000	0.047673	307881.000000	66.083827
65	275.801709	28.620656	151.000000	0.035700	307881.000000	68.085406
67	330.547947	31.058773	151.000000	0.034196	307881.000000	69.325028
69	305.669425	28.657063	151.000000	0.036332	307881.000000	72.775552
71	258.987775	27.372757	141.000000	0.031789	307881.000000	74.637394
73	306.157346	34.831235	132.000000	0.027853	307881.000000	75.222166
75	564.384126	37.854127	296.000000	0.052811	307881.000000	79.052305
77	20.630044	9.098910	11.000000	0.003506	307881.000000	79.532123
79	812.993195	45.156437	411.000000	0.078545	307881.000000	81.968202
81	4.000000	11.393004	25.000000	0.003651	307881.000000	83.282841
83	1057.393367	51.923138	489.000000	0.080155	307881.000000	86.276306
87	1106.290332	52.805733	521.000000	0.081704	307881.000000	90.964839
91	1164.874668	54.087987	566.000000	0.081843	307881.000000	95.002424
95	340.760827	35.770898	174.000000	0.026663	307881.000000	99.102229
97	847.365985	46.415367	420.000000	0.053897	307881.000000	99.428155
99	276.600782	36.726006	151.000000	0.020945	307881.000000	102.884541
101	831.199169	46.524382	434.000000	0.057021	307881.000000	104.137827
103	2207.326323	8544.173260	151.000000	0.020089	307881.000000	106.595292
105	710.744282	42.964309	429.000000	0.054181	307881.000000	108.469883
107	6369.069969	18216.393798	155.000000	0.019026	307881.000000	110.854647
109	764.428915	44.783782	426.000000	0.050719	307881.000000	111.392348
111	1142.230310	421.217983	141.000000	0.021924	307881.000000	114.887791
113	710.051187	43.890919	391.000000	0.049821	307881.000000	115.568889
115	711.455840	718.375810	65.000000	0.017390	307881.000000	117.926921
117	735.693262	120.422443	269.000000	0.044731	307881.000000	120.306430
119	33.823090	641.866624	6.000000	0.006884	307881.000000	121.116466
121	231082.185990	615.615970	12.000000	0.020098	307881.000000	123.682025
135	1063.361473	51.909748	679.000000	0.095156	307881.000000	137.662137
137	1829.781586	67.704495	1052.000000	0.156673	307881.000000	139.999273
139	1968.396853	71.049235	1027.000000	0.139386	307881.000000	141.579590
141	1503.315094	61.638128	797.000000	0.116595	307881.000000	142.638888
143	306.902773	28.094995	166.000000	0.026809	307881.000000	144.586855
145	141951.259891	907278.742659	94.000000	0.014578	307881.000000	147.754900
147	945.431718	48.826096	534.000000	0.072615	307881.000000	147.961365
149	1668.316806	64.701739	865.000000	0.117504	307881.000000	150.581247
151	1864.499648	70.444762	912.000000	0.115500	307881.000000	153.488987
153	1305.387871	57.741686	654.000000	0.091434	307881.000000	154.536359
155	1495.364930	61.725423	733.000000	0.102064	307881.000000	156.671068
157	1158.961563	53.998148	579.000000	0.078340	307881.000000	158.556091
159	1140.386008	53.594417	595.000000	0.076132	307881.000000	159.640444
161	585.262431	38.759040	509.000000	0.064080	307881.000000	162.386926
163	8292678.952475	16851482.841980	190.000000	0.021408	307881.000000	163.304874
