Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
15	3198.198445	83.588752	19870.000000	0.010402	19617.000000
20	58056.215493	382.476054	313740.000000	0.172998	19617.000000
25	115625.619765	565.013586	617364.000000	0.212577	19617.000000
30	913203.175863	1088.213050	1153154.000000	0.255816	19617.000000
35	259601.501275	552.982818	326500.000000	0.205053	19617.000000
55	-7280.963705	387.712579	37225.000000	0.031708	19617.000000
60	-2537.402653	81.108350	90777.000000	0.085545	19617.000000
65	40528460102.445267	1.414213	74683.000000	0.088311	19617.000000
70	9411.392377	305.558447	62462.000000	0.089831	19617.000000
75	6747.136794	198.462988	60689.000000	0.111245	19617.000000
80	5573.403777	165.707353	57524.000000	0.119168	19617.000000
85	2150153.044299	736017.335090	40232.000000	0.099602	19617.000000
90	2934.358185	117.930934	32289.000000	0.083672	19617.000000
95	3157.468379	100.749966	37347.000000	0.120301	19617.000000
100	-9568.013103	492.604113	32939.000000	0.113229	19617.000000
105	21402.018663	146.290188	25552.000000	0.099032	19617.000000
110	4761.682930	442.982789	25509.000000	0.104907	19617.000000
115	20851.686021	1031.336145	14173.000000	0.085364	19617.000000
120	290189.163724	349199.540423	4404.000000	0.071214	19617.000000
125	-64680.776080	2.000000	43.000000	0.004493	19617.000000
135	250.569303	31.522290	20312.000000	0.107869	19617.000000
140	-1553.642941	115.027802	67613.000000	0.350819	19617.000000
145	5849.195388	1142.766131	10904.000000	0.057888	19617.000000
150	526.764007	24.082765	51764.000000	0.264189	19617.000000
155	476.846863	24.470870	47579.000000	0.235500	19617.000000
160	14829.074670	194.021532	40902.000000	0.192570	19617.000000
165	953.399578	44.338755	2489.000000	0.011888	19617.000000
