Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
58	3158.213381	83.151540	33545.000000	0.043054	114251.000000
63	15227222.125257	4414766.437190	60342.000000	0.090104	114251.000000
68	35901607.838068	8378181.733440	55989.000000	0.095004	114251.000000
73	34677.092908	184.576724	50537.000000	0.098216	114251.000000
78	8787.991253	174.823396	37813.000000	0.079827	114251.000000
83	8187.977422	146.051736	36354.000000	0.082963	114251.000000
88	19596.668934	1.414144	34279.000000	0.084843	114251.000000
93	34203.179700	262.223992	60423.000000	0.169644	114251.000000
98	14205.803440	160.500729	25412.000000	0.081983	114251.000000
103	12915.404150	165.936775	20830.000000	0.078455	114251.000000
108	13623.205690	237.289845	20810.000000	0.088062	114251.000000
113	5950.163554	234.753749	17611.000000	0.091577	114251.000000
118	1916.036953	141.265225	4459.000000	0.077532	114251.000000
133	26440.270318	166.118765	52312.000000	0.044845	114251.000000
138	166984.977844	458.227824	388982.000000	0.335734	114251.000000
143	-40316951.187273	1.414213	176242.000000	0.156556	114251.000000
148	112014.017409	340.907489	227189.000000	0.189809	114251.000000
153	121795739724.562958	1.414213	306238.000000	0.250720	114251.000000
158	108490.299399	0.072435	265278.000000	0.205683	114251.000000
163	59539.341759	1140.697219	96027.000000	0.075498	114251.000000
