Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
60	5062.022727	112.509315	2201.000000	0.075684	227089.000000	64.421052
65	7372.841544	135.917702	3194.000000	0.092872	227089.000000	68.429781
70	7737.093243	139.328870	3363.000000	0.087398	227089.000000	72.718935
75	13096.273167	179.832195	6127.000000	0.158553	227089.000000	79.906380
80	15864.840832	198.153786	7215.000000	0.170177	227089.000000	83.405947
85	23843.364199	244.138836	10697.000000	0.237242	227089.000000	88.400346
90	19258.698781	219.474345	8458.000000	0.196901	227089.000000	92.816355
95	10261.983793	160.351268	4526.000000	0.104357	227089.000000	100.870439
100	12295.219567	175.425706	5269.000000	0.121429	227089.000000	104.828224
105	9878.135561	159.868404	4251.000000	0.107960	227089.000000	108.641081
110	4035.993308	100.538148	1796.000000	0.072821	227089.000000	112.311788
135	4765.590390	110.484989	2539.000000	0.203988	227089.000000	138.518425
140	7742.002553	139.126736	3415.000000	0.317127	227089.000000	140.144316
145	1800.659613	67.438884	827.000000	0.081052	227089.000000	148.019109
150	5879.615002	122.789271	2634.000000	0.270949	227089.000000	153.550317
155	4781.056061	109.372495	2108.000000	0.238968	227089.000000	157.420083
160	2389.290704	77.432107	1067.000000	0.124580	227089.000000	159.664093
