Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
60	147.163385	53.068120	36.000000	0.072061	47354.000000	62.984885
65	207.702722	172.952765	31.000000	0.071202	47354.000000	70.476451
70	353.445934	706.384091	30.000000	0.080601	47354.000000	72.701089
75	729.102657	1130.361684	53.000000	0.131103	47354.000000	79.161836
80	459.063929	346.918312	59.000000	0.163012	47354.000000	85.415238
85	366.025495	79.449658	145.000000	0.231195	47354.000000	92.537780
90	432.292868	57.596212	162.000000	0.196901	47354.000000	94.148449
95	375.668388	125.557161	111.000000	0.100010	47354.000000	98.310795
100	382.993809	61.489004	169.000000	0.121429	47354.000000	102.952575
105	404.897593	51.163499	182.000000	0.107960	47354.000000	109.268861
110	415.332070	640.692966	29.000000	0.056468	47354.000000	115.990468
135	612.346533	41.162396	357.000000	0.198058	47354.000000	139.629608
140	1111.374440	52.828808	543.000000	0.312810	47354.000000	144.803959
145	221.827751	25.399155	112.000000	0.081052	47354.000000	148.616362
150	974.508524	49.620201	460.000000	0.264351	47354.000000	153.030566
155	786.555864	44.541857	381.000000	0.228666	47354.000000	155.367507
160	446.771563	34.980497	216.000000	0.117512	47354.000000	161.265804
