Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
65	1.039001	13.453864	4.000000	0.015246	12455.000000	69.310438
70	4.590375	67.269828	3.000000	0.012640	12455.000000	76.444263
75	79775.904736	1757742.919781	12.000000	0.052676	12455.000000	79.752474
80	159.025311	342.497151	11.000000	0.052425	12455.000000	83.131995
85	1.700665	21.313851	11.000000	0.057184	12455.000000	88.076219
90	5.167050	1.317656	13.000000	0.068296	12455.000000	96.356295
95	213.067472	451.466879	12.000000	0.059445	12455.000000	97.960948
100	5.166453	3.675703	11.000000	0.038011	12455.000000	102.634710
105	19592.478784	1.414213	6.000000	0.031965	12455.000000	110.555408
110	3020.318375	14832.401796	3.000000	0.015384	12455.000000	114.808320
135	3.713752	50.796600	1.000000	0.001994	12455.000000	139.935694
140	10.370553	27.258676	5.000000	0.010297	12455.000000	140.732994
145	784.452937	18301.254827	3.000000	0.006356	12455.000000	149.700728
150	4.590406	67.313082	5.000000	0.010590	12455.000000	150.577185
155	7.779848	19.173179	11.000000	0.021184	12455.000000	159.025719
160	1.980569	28.786503	3.000000	0.005266	12455.000000	160.162610
