Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
60	1312.608724	57.588852	614.000000	0.075684	119061.000000	63.621363
65	1471.302543	60.820594	673.000000	0.092872	119061.000000	67.164814
70	1256.862315	56.181170	589.000000	0.087398	119061.000000	75.641452
75	2132.288278	73.018124	1125.000000	0.158553	119061.000000	80.757861
80	2448.470747	78.503638	1143.000000	0.170177	119061.000000	83.328221
85	3804.524003	97.557320	1742.000000	0.237242	119061.000000	86.926975
90	3135.350952	88.800164	1405.000000	0.196901	119061.000000	92.903952
95	1568.663022	62.694249	733.000000	0.104357	119061.000000	100.977750
100	2148.506599	73.540887	952.000000	0.121429	119061.000000	101.222876
105	1997.760171	70.883134	891.000000	0.107960	119061.000000	108.722000
110	973.911791	49.945851	441.000000	0.072821	119061.000000	112.379439
135	11573.542365	170.099592	6055.000000	0.203988	119061.000000	137.973375
140	23912.725753	244.510912	10498.000000	0.317127	119061.000000	141.005000
145	6844.678194	130.963215	3081.000000	0.081052	119061.000000	147.954967
150	25421.208754	255.997158	11293.000000	0.270949	119061.000000	150.254347
155	26558.189147	257.674012	11763.000000	0.238968	119061.000000	155.979033
160	15699.497829	198.036407	6990.000000	0.124580	119061.000000	159.114771
