Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
60	5640.607456	118.879964	2432.000000	0.075684	72056.000000	62.841044
65	8129.403609	142.618971	3513.000000	0.092872	72056.000000	70.465545
70	8154.647387	143.038641	3597.000000	0.087398	72056.000000	73.446922
75	14059.305095	187.521665	6589.000000	0.158553	72056.000000	78.278406
80	16702.039957	204.367008	7577.000000	0.170177	72056.000000	84.462996
85	26882.056851	259.132248	11848.000000	0.237242	72056.000000	88.542807
90	22973.661317	239.213205	10050.000000	0.196901	72056.000000	91.157095
95	12425.381440	176.590954	5439.000000	0.104357	72056.000000	96.664835
100	15455.336760	197.651876	6682.000000	0.121429	72056.000000	104.631968
105	14077.148307	188.152046	6043.000000	0.107960	72056.000000	110.151975
110	8946.375937	149.789643	3874.000000	0.072821	72056.000000	111.213873
135	17134.437438	206.970872	8061.000000	0.203988	72056.000000	139.173497
140	26968.561178	259.442015	12259.000000	0.317127	72056.000000	142.840060
145	7013.308503	132.417620	3189.000000	0.081052	72056.000000	148.435390
150	23397.093508	241.858023	10356.000000	0.270949	72056.000000	151.838493
155	21373.260253	231.171608	9254.000000	0.238968	72056.000000	155.723912
160	11094.374378	166.546726	4841.000000	0.124580	72056.000000	161.223419
