Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
60	7460.477983	136.593409	3198.000000	0.075684	233964.000000	65.159821
65	10919.852341	165.235501	4768.000000	0.092872	233964.000000	67.720605
70	11471.152616	169.404987	5019.000000	0.087398	233964.000000	74.466877
75	20000.178494	223.622837	9484.000000	0.158553	233964.000000	80.666724
80	23697.414088	243.343248	10923.000000	0.170177	233964.000000	83.461408
85	36227.503704	300.834871	16232.000000	0.237242	233964.000000	88.727356
90	30515.108942	276.242864	13490.000000	0.196901	233964.000000	92.745195
95	17144.627675	207.142626	7522.000000	0.104357	233964.000000	97.041457
100	20875.712973	228.616850	8991.000000	0.121429	233964.000000	104.789812
105	18015.494813	212.376229	7680.000000	0.107960	233964.000000	108.821273
110	7357.104609	135.705207	3266.000000	0.072821	233964.000000	111.284388
135	10013.437547	158.220025	5279.000000	0.203988	233964.000000	137.658572
140	16053.568682	200.341530	7031.000000	0.317127	233964.000000	141.079883
145	3633.371074	95.415707	1617.000000	0.081052	233964.000000	148.857502
150	11363.985546	169.681833	4970.000000	0.270949	233964.000000	151.154596
155	8438.573111	145.113852	3699.000000	0.238968	233964.000000	157.364547
160	3961.382813	99.430474	1765.000000	0.124580	233964.000000	160.738533
