Angle	Counts	CountErr	DirectCounts	SolidAngle	VCharge	CMangle
60	6372.379852	126.293351	2742.000000	0.075684	160118.000000	61.789347
65	7884.288442	138.419626	3417.000000	0.092872	160118.000000	68.503752
70	8052.553089	141.996058	3514.000000	0.087398	160118.000000	72.779626
75	12934.632506	179.855754	6060.000000	0.158553	160118.000000	80.826403
80	14925.658056	193.208842	6670.000000	0.170177	160118.000000	81.421694
85	21336.348073	230.582602	9444.000000	0.237242	160118.000000	86.461670
90	17168.249563	207.226555	7442.000000	0.196901	160118.000000	91.306183
95	9026.000556	150.715110	3933.000000	0.104357	160118.000000	100.954808
100	10052.593220	158.782798	4274.000000	0.121429	160118.000000	101.181011
105	8461.144671	145.506313	3607.000000	0.107960	160118.000000	109.959746
110	4712.195864	108.618248	2052.000000	0.072821	160118.000000	113.442458
135	30698.303550	277.030312	15915.000000	0.203988	160118.000000	138.266356
140	63867.479227	399.610967	27574.000000	0.317127	160118.000000	143.707185
145	18604.435960	215.670610	8202.000000	0.081052	160118.000000	149.471177
150	68001.699753	412.315959	29708.000000	0.270949	160118.000000	152.693814
155	71893.021123	423.950608	31084.000000	0.238968	160118.000000	158.670784
160	41802.767038	323.275770	18356.000000	0.124580	160118.000000	159.873212
