FI	theta
9	93.433351
4	73.144894
11	98.753058
9	89.963206
11	100.051935
6	79.160653
3	68.037144
12	103.765204
9	90.700765
13	110.961840
3	67.991839
9	91.788091
12	103.539696
7	82.770932
8	86.370911
6	78.272180
13	108.113106
11	98.029630
8	85.770522
1	58.248855
8	86.902806
6	78.151608
6	80.490019
11	99.087328
1	57.902045
4	71.197127
3	66.331093
11	101.012384
8	87.956584
10	96.105465
8	85.328136
7	83.903074
3	66.199447
13	110.346827
8	87.518484
3	66.629956
6	78.632981
7	81.242828
10	96.195303
3	68.873587
7	81.146876
6	78.391863
5	73.001608
9	93.910286
6	79.154945
5	72.899134
1	60.061728
6	77.569110
4	68.543008
9	90.292853
6	78.694551
12	106.086404
14	113.909387
10	94.254851
14	114.917886
5	72.487643
11	100.455319
11	98.520818
6	78.690464
7	83.190399
9	92.244464
12	104.388359
10	95.758219
6	78.640647
7	81.622753
12	104.646891
10	94.520102
11	102.657096
6	79.401489
5	74.702121
9	92.404278
14	113.917507
12	105.764791
8	87.781597
1	58.618817
11	98.026276
3	68.902439
2	63.758819
8	88.899085
8	87.922963
9	92.475871
10	97.064632
6	77.891044
11	101.571755
3	64.345371
10	98.351326
7	82.675860
10	97.404913
4	74.075538
10	96.663829
12	101.603622
12	103.870271
10	97.477997
9	93.858902
7	84.164521
9	92.026386
6	78.751793
8	85.215183
5	73.591632
6	80.753642
9	93.574883
2	64.933193
12	104.474774
2	64.314587
12	102.979110
7	80.693164
10	94.996704
11	102.317579
8	87.340821
11	102.919180
8	89.394835
9	92.759829
8	86.474729
6	80.639188
4	70.408051
13	110.881182
7	81.326329
7	84.592884
11	100.897014
14	111.890392
6	77.509383
4	69.255007
6	76.541188
9	93.828251
6	79.147219
3	67.539005
10	98.220274
8	88.682221
8	89.156454
1	57.036624
11	98.358551
4	68.386287
2	65.161654
12	103.191001
5	73.238624
9	91.958136
12	106.820934
1	61.882182
3	66.118073
10	95.812744
11	101.502746
8	87.336183
6	76.186444
15	116.747987
6	77.827051
10	94.348727
7	81.778046
7	83.954536
6	76.045929
6	76.230852
12	103.727938
5	73.498223
8	85.608104
10	97.302392
10	95.186796
7	81.713954
6	77.316034
7	83.575018
2	62.259522
6	77.406057
4	68.051456
6	81.303270
10	95.246760
6	77.262712
4	70.937497
6	78.632864
4	71.182897
4	70.645572
8	85.169956
9	92.072774
8	86.887276
11	100.356518
11	102.776542
7	84.597613
4	70.446264
9	91.482799
2	61.699924
7	83.976302
11	101.306267
12	105.650344
9	91.061349
3	65.163319
13	107.154479
13	107.797281
2	62.597585
6	79.547079
13	107.771348
12	104.993843
9	93.893633
6	79.591329
5	74.927541
1	59.306529
1	57.581786
9	89.988859
7	82.330713
7	85.059087
12	103.361788
2	63.856735
8	88.880501
5	75.547101
7	83.493410
11	102.135855
6	79.080936
5	72.629323
6	77.667100
9	91.811778
10	96.982199
10	95.345891
9	91.670632
10	97.831317
11	101.450450
5	73.549364
7	83.429127
1	59.328183
4	68.150731
11	101.807946
10	95.882304
7	84.450671
8	86.757161
7	83.222642
9	89.739467
8	86.910723
14	113.990678
7	85.465463
1	59.393456
12	106.299867
6	79.484134
3	64.091297
8	87.418845
4	71.173294
3	69.319059
15	113.000927
4	69.339103
4	71.329850
2	65.025409
5	75.447034
5	71.978964
9	90.338414
5	73.951745
2	61.825363
6	81.962564
12	104.671642
10	97.900781
9	91.430859
8	86.761477
12	102.670133
11	100.844498
7	83.290465
4	72.515212
7	81.605065
10	96.356656
3	67.499489
2	65.789097
12	103.388959
2	62.256197
3	69.693931
15	113.460561
10	94.819581
8	85.694574
2	61.905556
6	79.155293
3	68.351398
6	78.103343
11	99.977071
6	78.688229
3	69.488269
1	59.824678
10	96.219838
10	96.382951
1	58.450846
6	79.445281
6	77.844663
3	66.726865
7	83.242895
1	58.238808
15	115.248989
2	63.520321
8	87.593126
2	64.921326
1	63.077121
3	66.688552
8	88.521008
11	100.423031
1	60.409339
2	64.398545
12	104.470604
6	80.101620
11	101.384792
4	72.975491
6	78.715894
3	67.748662
12	105.213969
5	74.638659
15	115.540953
4	72.969819
7	81.774840
8	89.483874
13	109.240029
8	89.057488
5	72.773895
11	98.882292
6	80.471993
4	71.596513
11	98.528903
10	96.825282
4	70.793646
6	78.235663
10	95.868804
11	99.906738
9	94.005674
4	71.739144
10	97.010880
12	104.798927
4	72.326174
9	92.921159
11	99.604465
2	65.941935
8	89.377282
2	62.936836
12	106.579113
7	81.585904
10	97.588724
12	105.201970
12	106.209758
2	61.187010
4	71.223052
5	73.098423
5	75.047927
5	75.970966
8	89.433411
10	96.958834
3	64.839067
9	90.089174
10	96.812100
12	103.395639
11	101.612516
1	58.942157
2	60.590226
8	88.730614
8	85.295482
3	65.085921
3	68.885038
9	93.036968
3	68.524965
7	84.969095
10	93.932843
8	87.229165
13	108.810067
7	81.644297
11	100.480618
11	103.053162
12	105.944007
10	94.923958
9	93.823641
8	85.268185
3	66.595868
3	67.089154
5	74.213299
10	97.504780
11	98.650895
9	92.358496
6	78.029728
10	96.376563
3	66.186772
11	102.585778
7	82.122702
9	91.157561
2	63.667280
7	82.157053
6	77.891274
10	96.590729
9	90.910233
2	64.461926
7	83.663101
12	105.844011
6	80.555291
9	91.218103
2	63.661281
8	88.533318
4	70.040826
10	96.658659
10	95.337346
7	84.492804
11	102.860757
4	70.372571
10	96.052542
12	106.240082
6	77.844518
7	83.046237
4	71.447778
10	94.863740
6	79.597437
12	103.850275
2	63.077281
7	84.325736
6	80.613705
12	104.444569
11	102.502214
12	102.983112
7	84.887084
12	103.324512
16	119.645157
9	93.213916
7	83.308041
8	85.739822
12	105.040167
15	115.264126
3	68.301061
4	69.026789
2	63.007498
6	79.155408
8	89.316990
8	89.362022
10	98.303319
6	78.267823
10	96.271171
9	90.000822
14	113.780944
9	90.060293
12	105.598401
9	90.039361
7	81.621053
2	65.007205
11	99.005022
6	76.816206
10	96.801610
5	75.965964
6	76.640123
13	109.124592
6	80.552205
3	65.223196
2	63.501724
7	82.902164
7	84.491520
1	58.336550
9	89.688169
11	98.958258
11	102.666234
10	98.295317
2	63.299676
10	96.379470
7	82.857514
12	104.987405
1	59.665396
3	66.259174
10	95.341795
4	70.988495
11	100.103872
11	99.114787
11	100.715910
12	105.750668
3	66.768336
8	88.270565
8	85.583409
7	85.628773
2	61.111899
7	83.170521
3	69.123759
8	88.040602
1	61.344706
12	105.820431
12	105.503378
6	79.225645
10	96.712785
5	74.922295
12	103.053273
10	95.052899
8	89.499011
4	73.979933
6	80.036967
8	88.631492
3	68.068220
5	76.251474
2	61.808544
9	92.393186
11	99.495280
9	92.137358
6	77.159138
1	57.248557
9	91.223906
4	71.750940
8	86.415216
7	83.279455
7	84.517387
9	93.881385
5	73.688728
3	67.313190
12	106.109353
10	96.933966
6	78.413444
4	68.592606
5	76.977697
10	97.178396
9	89.960022
9	90.789644
4	71.799590
11	101.045563
4	70.941357
3	68.572906
10	95.243875
5	75.895073
13	110.177690
2	64.692698
5	75.804302
4	73.260112
10	96.982549
4	69.097759
2	60.846105
1	59.658773
10	95.813435
8	85.912182
9	89.843750
9	92.035440
7	82.839158
1	59.779644
4	70.734349
7	81.439906
12	103.823406
8	89.430010
9	91.151127
7	83.367043
7	84.560247
5	75.362200
9	91.334999
8	86.134646
5	73.669453
4	71.618202
10	97.277375
11	100.511644
3	66.474832
5	75.163301
4	70.811098
4	72.524132
3	65.805769
1	61.092544
12	105.596188
9	91.873292
8	88.252075
10	95.634944
8	89.260819
12	105.479546
3	67.849192
12	103.740667
10	95.035089
2	62.612841
11	99.328643
6	78.615001
4	68.631821
5	74.269015
10	97.244439
10	96.323726
2	64.489072
8	88.725734
7	83.072439
5	74.700564
11	100.794183
10	94.548247
7	82.832654
6	80.578946
9	93.444788
3	65.572126
5	75.549030
1	62.547307
8	88.166572
8	86.371678
1	60.971723
8	88.228694
9	93.395931
12	102.818366
8	85.645812
10	96.058206
12	105.225931
10	94.968264
6	78.958400
1	59.277007
2	65.479692
7	81.321484
6	80.208039
6	76.596935
3	69.672349
2	64.484141
10	96.321769
8	85.912916
10	94.122077
1	59.253786
1	60.187187
12	103.713281
11	98.236327
7	83.845071
10	96.242484
7	80.930292
13	108.233931
12	106.918467
10	95.847251
4	73.166279
12	106.041252
11	100.561622
2	61.655671
12	106.181180
2	63.728543
1	63.222178
1	61.067106
7	82.169056
9	93.629083
8	87.315773
5	72.020785
9	91.242075
7	82.005740
9	90.912866
5	74.238841
5	73.556544
6	78.802956
4	69.579239
10	95.381850
8	89.112208
11	101.140911
8	89.500049
11	99.718598
2	61.261618
5	74.833765
2	64.274630
4	71.340637
4	69.261304
4	74.042916
10	96.567774
12	106.216993
7	82.070675
8	89.330719
5	73.690374
9	92.622645
14	111.638166
8	86.361869
4	73.557849
6	79.771646
14	114.898193
4	70.302016
11	99.199176
4	70.024168
9	91.310561
5	73.397443
5	73.762495
12	104.060891
10	94.619858
2	62.083592
13	109.041913
3	65.590273
1	57.632277
7	82.380525
10	94.281112
11	97.753983
6	80.137771
9	90.101146
3	70.316197
9	93.239708
11	98.746114
9	92.888562
4	69.789009
10	93.921032
6	76.318389
10	96.595831
3	65.352888
7	84.007667
4	71.597828
11	101.225083
16	120.136946
4	72.835292
2	62.437680
9	93.046324
9	89.751944
2	64.930983
8	86.720533
16	120.075624
7	82.144772
10	96.436704
5	74.102547
7	82.905369
5	76.108570
10	94.149894
4	70.857567
4	72.854733
4	71.601676
11	100.517767
12	103.980669
9	92.002543
13	108.176470
3	66.604277
3	67.271095
9	92.098065
6	78.547237
3	67.312177
10	94.917622
12	104.766539
7	81.620214
2	61.009209
9	89.956377
12	104.605893
12	103.233585
9	92.498172
12	104.769281
7	82.293716
10	94.515573
13	108.648052
11	98.801780
8	85.901428
5	77.530220
4	70.282981
12	103.186081
7	83.084683
5	76.020817
9	89.839156
10	94.601776
3	67.902372
4	70.905199
9	93.231448
12	105.353231
7	82.208492
4	69.600316
8	85.932780
13	110.217973
6	79.900934
12	105.063805
7	85.773303
2	64.057314
7	83.207822
1	59.996153
3	66.933647
2	64.463163
6	76.462248
10	94.757554
5	75.463665
9	91.760784
2	66.918056
1	59.864020
7	81.815021
12	104.334041
2	63.100353
9	91.531975
7	81.276267
6	78.868425
5	74.879851
1	59.337683
8	86.394532
6	78.148631
12	106.168864
13	109.560154
11	98.954448
3	64.505551
7	82.725948
12	102.796365
3	67.084796
10	95.664825
2	64.880997
8	88.752472
5	78.063223
2	61.349840
2	62.700783
6	79.980700
3	69.712288
7	85.079731
11	101.438716
15	116.938859
8	89.142368
8	87.675753
1	62.833916
10	95.659991
15	115.063757
10	97.249985
5	75.745430
7	84.843715
7	81.552492
7	85.287436
4	72.723822
2	62.431947
7	84.394120
5	76.430320
12	104.604676
7	82.063621
2	63.340303
5	76.777812
9	90.538215
5	74.867563
9	89.946014
12	104.882894
7	84.050791
5	76.640805
1	59.035332
6	77.654815
13	106.551513
12	106.633979
6	80.370965
8	89.333353
8	88.273345
6	78.234972
10	93.899574
5	73.877981
2	66.181758
8	88.276550
14	114.711552
6	78.976653
13	108.787293
13	108.635296
12	106.114349
11	98.191002
9	92.501449
4	72.292139
7	81.300489
7	82.948537
10	96.967190
1	58.510397
8	85.171137
9	89.943607
2	62.616673
10	93.993311
2	63.481072
3	65.527228
11	98.266805
4	72.238433
11	100.621866
12	103.543618
2	61.827618
11	101.521408
11	99.893570
8	87.504416
11	98.917653
12	105.282616
9	89.995934
3	70.140688
8	86.113374
1	59.433285
10	96.753123
8	87.093990
4	71.732634
7	84.295303
5	75.704162
13	108.371976
10	95.019614
9	94.033470
10	96.743982
10	95.676069
12	103.340448
9	90.649624
3	69.408177
10	94.557288
14	114.831619
9	90.000741
9	93.042664
2	62.958660
5	75.979881
5	75.468046
2	60.765053
9	91.602876
8	89.221210
8	87.687652
2	60.468653
3	70.226103
6	80.342342
11	101.305433
8	88.535908
6	78.956490
6	80.452390
2	61.932481
5	73.161492
9	90.491163
10	97.619290
10	95.483688
1	60.048716
9	94.029151
4	70.282925
8	87.690871
5	74.538422
11	101.820959
7	82.124131
7	83.431863
13	109.910372
11	99.046636
13	109.595360
6	77.552941
6	80.333599
10	97.304233
5	73.010890
6	79.572731
4	69.847178
8	89.385835
8	88.267887
11	99.044487
9	92.265205
2	64.341239
8	88.928407
11	99.140691
7	82.814832
7	83.346823
8	85.954256
10	95.872951
4	69.922456
7	83.659686
12	105.553808
1	58.562699
2	63.688077
12	102.802570
5	74.573847
11	101.477154
12	105.210060
8	88.886181
12	104.595680
3	68.277832
8	87.992134
12	105.529538
4	68.377389
1	58.913276
10	94.033301
7	84.402514
10	96.141935
7	84.889769
9	91.877831
8	87.643957
10	95.502224
7	81.821774
14	111.173561
7	82.551008
4	70.746822
9	91.747709
8	87.533699
11	97.852114
9	92.526813
11	101.090956
8	87.411893
2	62.509436
12	104.101341
4	69.759751
11	102.418182
11	100.794763
9	91.232434
1	60.216522
7	83.735541
5	73.083907
11	98.623109
11	101.402478
4	71.540424
5	77.177424
14	111.933241
6	79.187684
10	94.640417
8	88.543680
12	107.228209
4	72.568932
11	99.441391
8	87.311448
