FI	theta
6	156.386059
10	149.145643
8	152.373334
6	153.121885
24	135.235828
23	136.457604
11	149.243975
19	140.505046
23	135.852794
12	145.762555
6	155.186685
2	158.369535
3	158.545113
4	157.851376
17	141.263211
4	159.291521
5	155.520383
20	138.507072
17	142.469177
8	151.545783
20	139.079080
9	151.955364
5	154.314633
9	151.849488
18	141.650090
18	141.006683
18	141.036751
2	158.430905
20	138.596406
11	148.210171
20	137.998164
24	134.444304
9	150.385989
5	155.068925
21	137.936008
22	137.764600
19	138.417696
22	136.602034
10	149.816453
8	150.391971
24	134.476061
8	153.285835
12	146.405776
18	140.001706
4	158.287033
24	134.873207
22	136.772236
11	148.646884
18	139.446262
5	155.875850
8	149.919132
20	137.354267
4	156.169915
21	139.032479
5	154.810827
23	135.955547
7	151.368742
20	137.752595
22	137.140622
5	155.899889
8	151.795923
2	160.997698
9	151.171394
24	134.559326
11	147.806348
22	137.080247
11	146.656499
24	134.858031
6	153.893299
21	138.401599
3	160.268551
10	150.794416
2	158.430377
7	152.074494
10	147.582831
10	150.021678
21	138.330795
23	136.284077
11	149.391168
8	150.152549
7	151.699242
5	156.719652
17	141.252549
23	136.581149
18	139.130830
17	142.415784
12	146.666418
5	156.984341
23	136.083398
8	152.446270
24	134.678383
23	136.526991
3	157.225341
8	150.457841
3	160.641389
9	149.688678
8	150.738632
11	148.297062
7	153.757956
21	138.347462
17	139.946571
2	157.864988
6	154.822496
8	151.198715
23	136.039716
19	139.835706
22	137.936456
11	146.908519
9	150.418654
11	149.211182
20	137.795622
21	137.230023
20	139.295456
24	134.859862
3	160.235034
20	138.551461
19	138.672336
17	141.284334
19	139.974715
20	138.807202
11	149.023218
10	150.414745
17	141.278767
18	141.475617
11	148.514683
17	141.950424
6	154.923823
20	137.429705
20	139.595229
11	146.468315
9	149.466139
11	147.818979
22	137.556744
17	140.976315
8	151.139592
21	136.707634
20	139.510855
7	152.406316
8	152.984363
18	140.023948
12	145.930773
21	138.097709
21	137.177527
11	147.943088
3	159.121246
4	155.644833
4	158.306108
7	152.600487
2	158.884279
21	138.439822
7	153.144456
6	155.040310
20	137.610478
12	147.516961
23	136.350320
5	157.591711
7	151.746298
18	139.972097
11	147.976900
23	135.343600
7	152.238746
5	155.672799
22	137.167351
8	152.931937
3	157.166749
8	152.909684
2	158.576938
17	140.343322
11	148.908983
21	137.127424
24	134.509451
23	136.651973
17	142.065527
19	138.857838
19	140.342718
22	135.795560
21	137.200525
21	137.231809
10	149.036329
5	156.019149
21	137.597785
20	138.980878
12	146.317290
6	154.548524
6	155.543952
23	136.080255
4	156.817943
20	138.402979
22	135.804326
4	157.005955
18	142.024103
17	140.587526
24	134.581041
8	152.505193
2	158.875447
9	152.087823
4	156.248350
19	139.800735
11	149.137030
12	145.828653
19	138.807478
19	139.328345
7	152.155418
22	136.082748
8	150.938574
10	147.679589
9	148.981248
23	135.403428
18	139.339229
21	136.940091
12	145.496743
17	140.023410
18	141.494089
8	151.993437
21	137.502742
21	138.464322
6	154.994933
3	156.868104
8	153.248132
23	137.007165
6	153.496732
9	150.833246
18	140.334447
7	154.665965
7	152.039763
21	136.876155
10	150.193329
23	136.475062
19	140.260659
17	140.263528
5	157.569853
23	136.815085
24	135.605900
20	138.525279
7	152.744119
8	150.664006
21	136.919999
17	140.875491
18	139.360336
11	148.332293
2	159.920937
18	139.964059
6	155.837635
7	152.098118
19	138.267537
20	137.776819
5	155.833533
7	151.486723
6	154.319717
22	137.665444
23	135.428252
4	156.596887
10	148.827098
10	149.829231
24	133.908770
20	139.221363
17	142.295287
17	141.072940
19	139.000748
9	149.370720
17	142.516036
10	148.058578
19	139.620674
6	153.387741
17	141.666648
11	146.895946
9	149.703010
12	146.104892
19	138.955265
6	155.151933
8	149.998733
20	138.065914
17	140.247360
7	151.995322
17	141.584133
17	141.684554
23	135.068342
12	145.297247
7	151.794040
9	151.388615
21	138.254050
11	149.623590
8	152.573991
4	158.310428
17	140.109405
7	152.004619
24	134.329363
2	161.625267
24	135.125245
12	146.351766
11	149.532168
24	134.183838
17	140.981584
17	142.245541
20	139.005043
12	147.423873
23	135.380227
3	159.836454
20	137.657726
22	137.825508
20	139.034172
12	148.431312
10	150.082909
4	158.906178
3	156.905014
8	151.005783
3	159.885387
17	140.624318
7	152.247498
17	140.879668
2	161.707351
4	157.438230
20	137.776315
8	150.043663
4	156.706508
7	153.346798
22	137.113669
4	158.073336
7	151.353613
23	136.258559
8	150.006055
10	150.543295
23	135.434370
6	154.612133
21	137.874228
7	153.205320
23	135.009597
11	147.073555
10	149.000261
23	134.794720
20	138.074635
10	150.475232
9	149.298737
23	136.876951
11	148.579985
24	133.885410
10	147.934116
21	137.145179
11	149.727376
8	152.898028
20	137.805612
3	159.436836
21	137.243759
8	150.501136
19	139.377024
5	154.661658
6	155.757334
9	149.903353
12	147.270487
11	149.373589
17	141.566243
20	137.886605
2	159.294219
4	159.186473
6	155.372349
11	146.827078
17	140.395116
8	150.352159
23	136.166008
10	148.283183
6	153.907583
8	151.493880
4	157.922988
8	152.955959
17	142.918573
9	150.267627
4	156.113970
8	151.406108
20	138.013243
24	136.153324
4	158.251540
8	150.973807
8	151.939282
6	153.389247
2	161.465098
23	135.667806
6	153.878767
11	148.748363
8	153.652395
9	149.198230
11	147.256596
21	137.288981
5	154.254002
17	141.134644
11	148.355160
12	147.590713
12	146.152586
5	155.870194
6	155.759412
10	147.505460
5	156.593305
10	150.666001
11	148.234425
21	136.732294
18	139.389422
17	140.539270
3	159.265256
23	136.636126
4	157.769922
6	154.369646
17	141.963202
10	149.716698
8	150.991181
6	155.714749
24	135.569681
6	153.635838
8	152.649471
5	156.190241
18	139.455459
19	139.851035
5	157.172476
12	147.693556
5	155.773608
24	134.984616
4	158.253354
22	137.467764
2	162.026543
20	138.104283
19	138.104997
17	140.502303
6	152.585985
22	136.091583
5	156.559980
6	153.076935
18	140.648982
7	153.032480
18	141.740086
20	137.768234
17	140.859761
2	159.392630
23	135.142793
24	135.084170
20	137.574413
2	158.712607
20	138.736595
5	155.155371
24	133.961365
18	141.340154
17	141.835297
9	149.245598
17	141.618642
8	150.677194
3	159.790613
9	150.896655
9	151.388929
6	154.505962
3	157.825731
7	153.567761
19	139.911632
20	138.145090
19	138.949860
20	139.171020
24	135.595045
11	147.520406
24	135.120518
17	142.737281
19	138.608160
4	156.912759
20	139.305607
9	150.127952
21	138.425327
21	138.821005
18	141.557753
18	139.901110
8	150.294690
24	134.928142
19	140.203396
24	134.151450
24	135.262863
23	136.414144
19	140.304048
22	135.680546
3	158.720658
3	159.018739
20	137.409476
6	152.962147
18	140.795243
4	156.394932
9	150.321695
10	148.262949
4	157.162738
12	145.629792
9	151.936707
18	140.299626
10	147.890994
3	157.176834
7	151.905374
22	136.400875
4	157.595642
10	150.208315
4	158.434242
19	139.955739
21	138.285109
24	134.057457
9	149.276717
2	158.807864
8	151.747579
2	159.775289
5	154.016744
24	135.645113
17	140.943369
23	134.641900
3	156.759892
10	148.676261
18	139.617706
22	137.603144
18	139.323127
2	161.231662
17	143.022614
5	154.709792
7	153.202642
17	141.699602
4	157.051306
5	154.586697
11	148.068330
7	154.189607
2	162.267148
4	158.052587
18	139.509730
23	136.156979
4	156.010789
6	155.676504
23	135.088438
2	161.127140
9	149.271041
7	153.640468
8	150.211569
24	136.240796
22	136.301131
22	138.203926
11	148.895153
22	135.969060
4	157.442621
6	154.361993
7	152.982542
5	154.977351
5	154.031318
17	142.703708
22	137.174823
23	136.391139
7	152.087645
9	148.758118
9	148.943500
23	134.917252
23	137.005568
18	141.297003
6	153.548973
9	151.325069
7	154.937919
24	134.925489
10	150.205304
7	151.822619
21	136.508632
6	155.954944
8	151.013794
21	138.176562
11	147.677251
23	136.962793
19	138.731098
11	149.788492
7	153.133220
8	150.894904
21	137.507948
24	134.417178
10	148.930042
4	155.600632
4	158.494106
24	135.956719
22	137.173907
23	136.771413
20	138.969356
5	154.255604
18	140.693123
24	134.928956
4	156.895808
17	142.919271
24	135.072971
6	155.394941
10	149.599559
9	149.934856
3	159.653289
6	156.340084
3	158.599071
10	151.039832
22	136.750954
23	136.190061
23	136.664162
24	134.603773
4	155.070715
4	157.615614
19	138.838373
18	141.562320
5	157.132562
9	152.242003
17	140.311183
9	149.060285
8	152.739305
10	150.618521
20	139.452140
22	137.387793
3	156.730644
22	137.302819
11	147.474909
3	158.745547
24	135.489034
12	148.019283
11	146.874736
17	141.481157
22	137.462600
24	134.606659
23	135.412646
4	158.102662
6	155.081307
5	154.716625
23	135.582601
8	150.731507
3	158.052281
10	149.661345
19	139.255889
17	140.236797
2	157.908094
12	146.336012
7	152.323174
7	151.991584
7	154.833146
11	147.257330
5	156.229689
5	155.873750
9	149.910307
20	137.509172
21	136.473333
5	156.143288
23	135.268976
12	148.004689
6	153.424655
5	155.018113
20	138.327168
9	148.780889
23	135.946736
3	157.551771
2	159.655252
9	151.247739
2	161.684140
18	140.655552
22	137.551866
24	136.282050
4	156.302174
10	150.732358
6	154.874530
21	138.534288
21	137.231622
5	156.860811
6	152.659583
21	137.545304
12	147.733710
24	135.118359
24	135.531374
20	139.619907
11	149.511342
3	156.715114
8	153.192679
24	135.870897
19	138.798501
19	139.185865
23	136.382929
8	152.680180
19	138.996876
2	158.206516
23	135.241434
17	142.559283
8	152.124187
21	138.512625
23	137.004525
18	140.502683
18	140.068761
23	135.482340
12	145.598507
11	146.767038
18	139.778274
3	156.628031
11	147.708368
17	141.573081
23	135.037303
10	150.563405
4	156.137237
11	146.765562
18	139.430451
18	139.998532
9	150.271735
8	150.922546
7	151.078842
19	139.626006
8	151.386861
8	151.349831
5	154.068847
10	148.501528
7	153.533236
9	149.556823
24	135.344549
24	135.299294
21	136.916671
18	140.854535
5	157.716548
4	155.436135
5	154.768496
10	149.981766
23	135.273982
6	154.554857
22	136.258806
24	134.937224
20	138.473927
2	158.331769
20	138.372016
22	136.004327
24	136.002133
12	146.174222
20	138.615384
5	156.889190
3	157.858236
19	140.040706
24	134.501402
19	138.143357
18	141.129773
4	155.649988
7	153.479272
21	137.349688
22	135.720833
17	141.093063
24	134.577237
5	155.824166
9	150.639354
11	147.405652
20	137.669438
5	157.907954
23	136.499181
23	134.914460
6	152.707077
4	158.255192
11	148.995605
12	148.075841
3	156.511273
4	156.727857
8	151.126007
5	157.148632
8	152.559458
7	153.133733
24	135.025157
9	151.208108
9	151.779636
21	137.950974
5	154.917278
18	140.932450
2	160.606661
9	151.970724
20	139.291823
10	147.833916
23	136.379459
5	157.261444
19	138.963330
23	137.054496
20	137.306694
22	136.245241
9	150.151644
2	161.097153
10	148.181649
6	154.307234
22	137.311949
23	135.523968
4	155.961757
9	150.852861
24	134.851343
22	136.830316
2	160.997513
10	151.076115
3	159.974063
22	136.332764
2	161.122170
9	148.676832
8	151.395636
7	154.461745
9	151.398380
11	147.786942
17	141.611075
23	135.730564
5	154.729618
18	139.803905
4	156.600224
18	139.532869
23	136.538674
10	149.885493
10	149.728436
11	147.579456
24	134.785338
17	141.723701
21	138.607471
20	139.970927
7	152.105783
5	154.514238
9	150.645673
17	140.474066
12	145.461047
8	150.510537
22	135.851341
11	146.980680
4	157.960916
7	151.905626
9	151.966433
22	137.686939
18	141.056515
17	142.253562
11	148.626003
11	148.533224
9	150.105802
23	135.980534
19	138.536042
24	134.463684
2	157.942663
11	146.664065
23	135.773380
11	148.320699
3	158.352661
10	148.356460
20	138.306799
4	157.249640
10	148.024137
9	150.556304
24	134.297501
5	157.185347
21	137.827034
22	137.898755
11	147.641848
23	136.409253
17	142.109774
3	157.648947
23	136.739598
22	136.778508
24	136.035293
7	152.533119
7	153.914732
18	139.775023
12	148.044743
20	138.513569
23	135.014145
20	138.488079
4	155.264834
17	140.245790
24	135.871272
11	148.606001
2	161.743068
24	135.853486
21	137.915212
17	140.863938
5	155.683573
8	152.925331
3	159.795091
17	142.579299
8	151.315717
4	158.687882
23	134.750000
7	154.367353
4	155.870363
9	149.821519
17	142.632562
21	136.502634
3	157.460073
19	139.197960
3	160.436126
20	138.152211
9	151.922748
24	135.339329
11	147.082207
5	154.562771
23	136.021016
3	156.901335
3	160.155199
22	137.887802
22	135.656590
17	141.407085
24	134.536310
12	146.030038
6	155.289125
22	136.996960
17	141.750158
23	135.942225
8	150.847279
12	146.332922
8	152.429755
2	160.813272
24	135.771239
9	148.793547
20	140.005273
8	150.971668
5	156.486910
5	156.364107
5	156.069457
3	157.747967
9	152.424553
9	151.108064
11	147.603482
9	151.671205
5	155.004563
23	137.135275
8	153.228827
11	149.381107
7	153.642347
23	135.837416
7	151.307949
12	148.489931
19	138.540427
3	159.389967
18	141.352862
6	155.142119
18	141.374441
6	156.442188
23	135.488283
5	153.810593
9	151.626965
5	156.770555
18	140.527899
17	142.458573
4	158.897756
11	148.772810
2	161.492401
4	155.307318
11	146.881073
23	136.704213
22	136.335710
21	138.656302
20	139.621962
3	157.032463
7	152.127952
18	140.390928
11	147.315815
6	155.189924
21	137.129095
18	140.378411
18	141.324705
22	137.208629
19	139.442584
21	138.283638
12	147.715765
2	158.885360
11	146.696912
11	148.201778
4	155.737275
4	157.906193
21	137.074232
12	147.563416
19	140.115053
9	150.247937
23	136.686173
7	153.597615
8	153.701026
4	158.121593
20	138.446909
2	158.131738
11	147.255903
11	147.324488
5	154.403987
20	139.371804
17	141.542485
20	137.472880
23	135.994338
2	159.503659
2	161.494593
22	137.948339
24	135.816080
17	142.650522
19	138.519960
8	152.268056
17	140.619202
8	151.892525
9	150.372883
22	136.582849
21	136.997395
24	134.538916
6	153.814728
2	161.860842
17	141.129899
6	154.867151
6	153.012933
5	157.517322
11	149.862213
22	137.254342
24	134.335422
8	151.650277
20	138.916631
17	143.078729
3	157.524024
2	158.178230
7	152.733783
17	141.229660
6	155.716795
4	157.156854
21	137.107351
17	141.776992
9	149.152722
5	155.073021
7	153.961515
3	160.141073
9	151.248769
23	135.354090
3	157.355800
10	149.979667
19	140.645218
10	149.843203
3	158.301906
20	139.438493
6	153.212010
17	142.484868
2	159.761760
20	139.494743
9	151.522804
21	138.276849
21	137.892782
3	157.973814
10	149.316959
11	146.943337
6	155.263235
3	159.129664
8	153.756569
7	152.145930
10	150.986862
17	139.996791
8	151.271809
18	139.315945
17	142.073787
4	155.492948
12	146.591671
7	154.556580
12	147.834896
19	138.556363
24	136.019038
17	141.501593
21	137.535241
7	151.949717
11	147.693191
4	155.577333
10	147.811551
24	135.063616
20	138.067959
18	139.644738
8	150.184093
20	139.043138
23	137.211266
10	150.382958
3	159.567933
11	147.035717
18	139.096418
7	153.701353
18	140.581064
21	137.743497
7	153.218680
12	148.565634
18	139.815439
9	149.650968
9	148.962119
20	138.983281
24	134.686429
19	139.288861
17	142.428735
21	138.644714
5	154.553732
17	140.540644
21	137.351022
7	151.678617
21	138.513641
7	152.242355
18	140.160456
7	154.391497
2	162.054628
19	139.000886
24	134.748179
2	159.144102
17	140.283893
5	156.296291
22	136.889854
5	157.355903
3	157.056199
8	150.617688
4	158.376392
8	153.772034
9	151.311733
2	158.223320
10	148.624164
7	153.316487
20	139.932739
5	155.742759
10	147.808302
19	139.314867
17	141.601111
18	141.401200
20	138.965128
17	141.746984
5	157.669589
21	138.409091
12	147.565965
19	139.100278
7	151.469036
9	149.758489
4	158.378238
6	154.095679
11	147.094560
20	138.238014
22	137.593004
22	137.480226
8	150.614607
9	151.471016
9	152.414736
6	153.080323
6	153.008173
17	142.307219
19	141.054500
2	158.284545
5	155.801894
22	136.297875
4	157.712483
8	153.192812
6	153.049605
23	135.848138
19	139.139117
20	138.600217
10	149.636436
21	138.961166
21	136.989341
12	147.493945
11	148.443131
20	139.599523
11	148.678194
3	157.099779
22	137.373003
12	148.468330
8	150.843579
6	153.370799
20	137.685437
3	156.706913
18	140.915333
8	152.386341
17	140.462414
21	136.947668
20	137.833844
12	145.429760
20	138.132173
17	141.446987
19	138.865479
17	141.397032
20	138.115315
6	155.129121
20	138.746716
23	134.745251
4	156.314833
3	157.034527
17	140.074341
23	136.493756
10	149.337302
8	152.819543
5	155.241275
3	160.276270
17	141.802130
22	137.610066
22	136.649398
3	159.900363
11	146.893243
22	136.857385
18	140.911855
2	160.004088
6	154.906800
22	137.495523
5	155.803693
19	138.826272
22	135.877365
20	139.158777
8	149.950124
5	154.064092
24	134.177137
6	154.203317
19	140.322242
6	156.049893
23	135.396320
20	137.769571
4	156.383884
8	153.452378
12	146.661654
12	148.223187
19	139.873097
6	154.397388
17	142.359203
9	150.550496
22	137.233113
12	146.288059
12	145.384401
23	136.927287
7	154.729535
18	139.812343
19	139.159863
7	152.000856
11	148.392649
21	136.751890
24	135.013371
18	140.436284
18	140.613451
7	154.191020
24	135.606570
6	152.914246
21	137.599843
20	138.287355
8	152.671751
9	149.674945
3	159.231656
9	149.700081
23	134.915343
3	157.603831
17	142.371147
17	141.288194
24	135.989423
17	141.473016
22	137.331591
2	158.231436
6	153.587590
4	155.876674
2	159.235420
5	155.435006
24	136.026479
4	157.047510
24	134.685941
17	140.062101
7	154.739422
12	146.046252
9	150.153470
4	159.257334
23	135.311539
23	136.175239
19	139.317722
18	140.000003
19	139.267273
6	153.181788
7	155.017185
2	158.987816
17	142.492165
9	151.485857
19	140.339943
4	155.861652
20	137.638180
2	162.065183
21	137.498846
19	139.503266
20	138.114846
4	155.481574
21	138.043659
6	152.681022
8	153.183732
3	158.989147
10	149.445619
11	147.047814
17	142.613603
5	157.708259
23	135.866173
6	153.323180
6	155.471213
17	140.792534
12	146.857565
6	154.632074
10	148.016368
24	134.866613
4	158.715250
2	161.698598
11	149.895581
23	136.443498
7	152.160081
18	140.930198
8	149.873022
8	151.227006
10	148.232042
11	148.670426
24	135.518005
4	155.036169
12	147.299169
21	138.523788
22	137.386657
12	146.701948
6	154.078855
5	155.344433
3	157.458802
23	135.362950
10	148.324527
22	135.710852
22	136.645633
3	158.084012
17	142.770743
18	139.086939
2	161.743212
2	160.627048
23	137.086858
21	136.342933
11	146.453908
7	153.591096
11	147.441678
11	148.648864
11	147.492590
24	135.450141
4	155.624549
7	153.293675
2	158.291631
24	134.277400
17	140.674658
12	146.913048
8	150.267367
2	158.559805
3	156.391031
3	156.674174
12	147.030430
17	142.062079
3	160.495517
19	140.501720
9	149.750863
11	146.416088
4	158.662660
2	161.721167
8	149.997170
24	134.359462
5	154.141831
23	134.861991
10	147.667857
8	151.659042
5	156.868045
10	149.305369
18	139.207076
18	140.640192
10	147.824496
4	155.205885
23	135.478494
3	156.814999
20	138.529509
22	135.948035
12	147.676220
21	137.837381
18	141.347232
19	138.260454
3	157.383938
9	152.273211
12	148.085651
3	159.828960
3	156.400405
18	140.847414
4	158.039785
20	138.120110
24	136.275072
8	152.759741
7	152.707264
21	137.942767
10	149.654761
21	138.025180
6	155.068421
5	156.355292
18	140.184129
20	138.213069
4	159.310843
4	156.037868
3	157.224369
8	150.286844
12	146.981278
21	138.134632
22	136.030777
4	156.334773
8	153.676932
17	142.088409
7	151.542215
23	135.855888
12	145.558769
18	140.688726
18	140.178443
9	150.827626
