FI	theta
7	82.968244
11	100.426793
5	74.636244
5	73.661795
6	77.901379
4	71.262655
10	98.683931
11	99.055428
4	68.556767
2	66.413240
7	83.163553
2	65.000393
4	70.121519
3	64.972219
11	102.484175
15	115.842522
13	107.332904
3	66.101340
3	66.465939
13	107.899906
4	68.216326
14	112.413424
13	109.595303
1	61.577566
7	85.462979
12	104.740369
5	74.945395
6	77.118414
13	107.494449
2	61.634642
11	100.667566
8	87.337381
11	99.613698
3	69.677333
12	105.641777
11	101.239134
11	100.931110
9	90.548721
14	112.951999
10	94.137578
5	72.561498
7	82.471226
13	107.740169
9	90.589646
10	96.642045
10	97.355600
1	59.736591
10	97.304180
6	79.317474
7	84.033860
10	98.250974
3	64.935850
9	91.308415
5	74.342583
14	114.576461
3	66.854638
4	69.146040
5	74.558553
11	101.594228
15	116.999443
2	61.417445
13	110.643086
1	59.540341
15	115.512176
7	84.041207
5	75.666031
14	111.974543
8	88.758646
11	100.673418
9	93.280483
7	82.652365
8	87.018102
8	87.310206
4	70.659896
7	82.615500
4	69.706337
14	112.374284
5	75.848633
15	117.126883
8	88.280903
2	65.646219
6	76.074058
8	88.162131
8	86.413932
15	116.697144
4	69.148197
15	116.368546
3	68.444367
12	104.516673
14	113.152181
8	87.570694
2	62.158007
12	105.073752
13	110.784648
11	100.229881
9	90.070278
10	95.818423
6	80.016322
4	69.601794
6	78.584817
15	115.442831
4	69.966226
11	98.739726
5	74.487824
9	91.884696
6	79.491472
12	104.277899
7	82.834278
15	115.774302
9	93.313145
7	84.571711
12	107.263045
3	68.227846
13	110.773576
7	83.064020
5	74.339556
11	101.806124
13	110.000655
16	119.927799
14	112.365091
14	111.504224
5	76.376908
7	82.108649
10	94.672508
15	118.560092
3	67.026979
2	65.768705
14	112.997809
10	96.767240
6	80.937232
10	96.005600
6	76.825507
9	91.389046
8	86.291139
14	113.806222
3	67.947676
7	84.406071
12	106.700575
9	91.072158
9	92.216295
13	109.955289
13	109.508226
1	59.433903
1	59.627548
2	63.756195
9	93.441781
8	87.698624
11	102.319203
14	113.392324
1	60.079597
16	119.419558
13	108.665540
7	82.963676
7	81.317726
11	99.075705
12	104.760120
6	77.092429
10	95.628783
6	79.123977
11	101.157733
16	121.066551
6	77.165139
7	83.507814
11	99.325606
12	105.842653
2	62.503514
10	95.988358
9	91.962408
9	89.770221
10	95.026165
16	120.464487
10	96.452863
12	103.550673
4	71.395732
2	61.623228
3	67.607477
14	112.785457
12	103.346001
14	113.645405
9	89.675550
12	103.334654
14	111.379614
8	88.938523
8	87.056326
10	98.110721
8	86.105241
4	72.757462
11	100.721224
13	109.786302
4	69.218332
2	65.698075
5	71.943928
5	74.646976
7	82.063015
7	80.574269
13	107.736350
6	78.841547
8	87.599078
7	82.547728
3	67.444611
2	65.666668
6	77.166287
8	84.986465
11	102.535376
6	80.894578
5	73.001273
6	79.043230
10	95.890460
15	115.157944
14	112.362447
13	107.401098
5	73.468961
10	95.510478
3	65.540385
11	99.590690
5	75.570559
4	69.000124
4	69.267005
11	98.494870
10	95.776231
14	114.834047
13	110.644772
13	110.160158
5	72.687007
8	85.829810
7	81.727704
13	109.350222
14	111.573306
13	106.752121
11	102.511290
14	110.725782
4	70.208533
9	90.082550
9	90.290347
12	103.800394
13	107.737946
10	97.317045
8	89.097793
15	113.369941
6	79.698167
11	101.747655
10	96.364341
5	75.218038
12	103.784918
5	74.523683
2	63.656271
8	86.777597
2	64.376217
7	80.856344
2	61.568393
4	71.191892
10	94.338010
6	78.210382
10	95.210546
1	59.213735
11	102.824977
10	98.224040
13	106.201727
5	74.847971
8	87.409501
3	67.030689
11	98.715787
9	93.631723
11	100.800540
7	84.060390
6	79.892168
6	79.750113
10	95.724736
13	108.658985
11	100.650937
2	65.752132
9	92.212634
11	98.859666
16	119.525119
2	62.925560
15	115.542497
7	83.118348
13	108.418744
12	104.516523
14	113.220785
13	110.036778
10	95.588420
3	65.239618
12	103.709501
6	77.142067
5	75.546246
15	117.024620
8	86.634054
13	106.638970
10	95.648777
1	58.209176
9	89.559298
11	97.836796
13	108.796037
14	112.911673
7	82.074093
12	103.999455
14	114.475274
3	66.898694
5	76.708410
7	85.010184
11	100.118185
11	98.515635
10	96.526041
14	113.163870
10	95.555009
13	109.995566
3	65.635520
2	66.073577
13	106.774330
14	112.235223
13	108.217994
2	62.934581
8	87.912809
14	112.022338
15	115.608442
5	73.383196
3	64.796540
7	81.515891
3	64.692732
12	106.572388
1	58.179380
4	73.783149
13	110.354093
1	62.421423
7	83.201459
6	77.250036
15	116.787369
3	68.868871
10	94.312420
5	77.586971
1	60.697722
4	71.919446
5	76.593519
14	112.607317
5	74.171022
15	114.766215
15	115.701008
2	60.766510
11	99.492044
13	110.734485
12	103.772627
3	66.788945
3	67.659552
15	114.534237
14	115.185090
12	105.407066
3	68.115709
9	91.365914
2	64.511707
6	76.643870
11	102.780202
4	70.033096
10	97.486529
9	93.431393
14	113.017124
13	108.186940
12	106.246984
14	112.106736
14	112.181564
4	69.007607
9	91.019103
1	60.731191
3	68.032432
3	66.929840
3	64.143539
8	88.328422
9	93.421060
3	70.023102
10	98.309677
13	108.936565
4	70.597892
11	100.428511
12	103.731976
10	96.006078
15	117.938178
8	86.933205
9	90.252443
14	110.907838
11	101.032221
7	84.069466
10	96.607384
14	113.108357
11	100.872745
6	77.761382
3	67.758622
3	64.431128
10	95.720991
12	105.910218
2	65.833628
3	67.646768
7	81.491706
6	77.775953
10	96.703237
5	73.719423
14	111.194067
4	69.427241
13	110.095365
10	94.252262
9	91.615606
5	76.228506
9	89.963969
11	99.454500
13	109.250539
8	88.046135
9	93.134812
12	105.035786
2	63.169209
1	61.906193
10	97.413058
13	108.774898
8	87.198765
8	86.356572
7	83.308628
10	95.177902
8	88.402342
3	65.430112
6	79.102281
15	116.029471
5	76.609749
5	74.324482
12	105.101245
4	68.909655
9	91.173354
5	76.146173
8	89.472218
12	106.783753
4	70.435825
12	103.704252
9	91.159468
14	110.834969
11	98.401413
3	67.055835
5	74.813766
3	68.557665
6	79.359830
8	85.671360
1	59.858209
7	81.114095
8	89.230134
3	70.283116
15	116.921119
1	63.261188
9	89.748333
11	98.826354
9	89.981237
15	115.341979
10	96.670220
5	75.382462
5	74.911621
2	61.845498
9	89.793506
13	107.480552
5	76.040624
13	110.053853
14	110.532142
15	116.129170
7	84.711609
12	106.189360
4	73.692992
3	67.458903
10	97.488739
13	110.100039
7	84.180694
14	112.851160
6	80.611311
3	68.335337
14	112.370449
2	63.796004
3	68.052794
4	69.031131
5	75.266694
2	63.869175
10	94.708147
12	101.740207
3	69.927280
10	94.367062
2	65.943986
5	75.377429
5	76.554977
5	75.909201
10	98.198508
16	120.037197
8	86.560363
9	91.047525
2	61.863784
13	108.146475
5	77.331192
8	86.618833
10	98.171812
4	70.006184
13	110.013644
13	108.756680
8	88.560000
2	64.126997
15	117.392434
9	91.624632
12	102.788289
9	92.974855
6	78.061642
14	108.627262
5	72.182789
13	110.873023
6	76.821490
9	90.744332
8	88.113548
8	85.851928
9	91.701844
9	92.230049
13	107.541550
7	83.478495
6	78.482332
11	99.679797
13	106.456173
6	78.596524
7	81.631176
13	109.141256
10	97.877005
2	63.224997
14	111.518951
10	94.961402
15	113.528748
3	67.674512
10	97.265651
10	97.497910
3	66.125018
11	100.198572
2	61.179082
2	61.959934
7	81.464579
12	104.028147
8	85.927813
13	109.987026
14	110.465018
15	114.454423
15	116.887052
6	77.106192
11	101.156859
8	86.881598
8	86.737924
14	114.797697
13	107.436497
14	111.502216
6	79.652642
6	78.576305
12	104.897731
4	69.488918
12	102.322688
11	100.712718
12	107.080827
4	69.103289
9	89.670550
12	106.974360
13	110.666142
2	62.464875
13	109.954701
12	105.910144
8	88.316420
12	105.716335
3	69.224423
9	89.837308
6	80.729112
15	113.506070
15	116.584524
5	72.350949
6	78.295081
7	80.983169
10	98.199133
15	115.147254
3	69.977612
15	116.113037
3	64.083878
2	63.598115
2	62.580570
13	106.450229
1	57.270874
10	95.210113
4	71.369877
15	117.797858
10	95.973510
9	90.366903
8	88.171465
8	89.186488
3	66.519541
8	87.592684
5	72.448411
9	93.402830
10	96.678071
8	87.129015
12	106.254144
13	108.501670
10	96.979303
4	70.738385
9	91.531988
1	62.586217
14	110.606269
14	112.212917
11	97.796917
9	93.452201
10	95.344765
12	107.183999
9	91.666751
7	81.811711
12	103.829402
14	114.536056
4	69.993363
10	98.317925
3	66.040413
4	72.005541
6	80.067129
8	86.479512
7	82.067639
7	82.744888
9	90.887297
10	95.734207
8	85.263480
11	98.880600
8	85.563179
1	61.347851
12	106.010940
10	95.450922
12	104.733717
2	64.694564
5	73.811807
11	98.374456
11	101.720406
10	95.917543
5	74.693422
13	106.700033
8	88.216698
7	83.505857
7	81.801277
8	88.402165
1	59.620546
12	104.507342
10	96.926557
12	104.704351
10	97.496075
3	67.963362
1	62.516121
3	65.459966
5	75.885208
6	78.504140
14	111.590771
5	74.693950
9	92.872147
12	102.510801
6	77.767145
11	101.695386
11	100.039530
14	110.855710
8	89.486521
11	100.046996
13	110.733963
12	105.961595
6	79.251083
3	67.999150
13	108.683091
11	100.028095
13	108.541633
8	87.008657
6	79.904954
9	93.556136
2	64.959006
13	108.487280
3	66.253248
1	57.388451
15	115.630737
9	91.519225
4	71.342015
7	83.367644
7	84.115328
7	83.654314
6	76.798782
10	97.436143
5	73.283587
4	72.454261
9	90.482740
6	80.005388
13	107.047761
4	71.164565
10	95.223172
9	91.969767
10	94.852071
3	67.719651
13	105.852089
9	93.603080
14	109.343043
4	69.201516
8	88.785840
10	94.423208
3	67.379029
11	100.185209
7	84.838432
10	97.853846
14	112.552934
5	73.711953
15	117.431694
11	99.811815
11	97.977234
5	73.757977
9	89.895912
5	72.324551
13	109.065301
11	98.277610
3	67.624505
12	106.995694
9	90.179521
12	106.016078
8	87.969942
3	66.141196
14	114.228878
6	79.281749
12	106.144700
9	91.145923
1	58.942985
10	97.901121
11	100.628957
6	81.079786
4	70.952928
10	96.817916
7	80.569518
6	77.715692
13	108.308495
12	102.573396
8	85.625893
1	58.982536
13	109.501572
5	75.875130
15	114.930752
1	58.620360
7	82.191275
9	89.745772
3	64.070347
4	71.618533
5	77.470296
4	73.794194
5	72.582677
2	60.322076
13	109.168764
9	93.937931
12	104.908525
6	76.669272
13	109.862517
5	75.294947
4	70.632606
9	91.800872
6	76.456422
10	94.870131
12	103.043289
10	97.642443
12	102.132679
3	67.027801
9	90.623582
9	92.645044
3	65.014203
14	111.693802
8	86.812289
13	107.173057
5	75.808188
14	113.202221
14	113.875534
1	59.058677
6	78.811096
14	112.975628
6	79.614521
11	100.548589
10	95.309205
4	68.842677
13	107.544938
8	85.836116
6	79.109211
14	112.303751
14	110.097163
9	94.049877
7	81.538868
7	81.477346
12	103.024030
10	96.262528
14	112.035968
14	111.154827
10	97.956014
11	100.058225
2	63.943358
10	93.794754
7	83.058121
13	105.906828
4	69.991464
11	99.637924
6	79.921384
12	103.436728
7	82.193329
12	105.658801
11	102.319708
10	95.909758
8	89.027417
12	105.675985
8	87.399842
14	113.708626
15	115.463366
7	84.057208
12	107.127248
9	93.456540
13	110.115135
15	112.500965
12	104.426085
9	90.453860
3	67.642573
5	74.121975
5	74.435738
11	101.351822
10	96.099600
7	84.186213
12	106.743843
11	101.200333
10	96.185321
8	87.768240
16	118.492106
8	88.660625
3	65.864203
3	65.959468
3	69.925372
2	67.554739
8	87.701294
7	83.797480
6	79.861619
2	61.179801
4	72.148528
3	67.398921
6	79.912812
12	106.622631
6	78.304025
3	67.217444
8	87.794259
7	83.122500
10	96.381260
10	96.834802
5	73.546200
9	92.771707
7	82.505705
9	90.882357
6	77.997555
6	78.175514
11	100.957056
13	107.901000
13	110.777275
2	62.236737
9	90.573112
1	59.267689
10	96.089910
3	67.395175
11	101.795420
3	65.309373
6	78.477035
11	99.953003
15	115.517195
14	112.038221
9	89.910144
13	108.985561
7	83.768791
9	92.546958
7	84.550919
12	104.290784
9	93.251912
10	96.963024
14	112.733132
13	109.013884
15	115.662028
8	85.834309
1	59.589808
6	78.396540
15	117.799989
2	61.300355
1	60.973786
9	90.675322
8	87.022126
15	116.611145
8	87.815341
7	81.456167
16	120.211067
16	120.028474
5	73.624853
3	66.460360
1	62.373411
4	67.825967
6	78.146136
6	80.345788
3	67.225929
6	79.204036
5	72.612001
13	108.712886
7	84.872069
10	95.445259
12	104.384934
7	81.726207
14	113.155563
11	99.911048
6	79.298801
1	57.790135
6	79.749539
10	95.750826
8	87.787052
13	109.433188
2	63.092271
10	94.750777
10	95.251809
14	111.582549
14	112.685166
12	103.006057
7	83.887360
12	105.608872
7	83.156285
7	82.353506
11	100.623964
9	90.813334
4	68.940821
8	88.974499
12	104.200925
2	61.098609
3	64.955775
11	102.262695
5	77.419035
15	114.356698
13	108.390020
10	95.632435
4	71.101950
12	104.212103
10	94.675651
4	71.534791
9	91.277702
15	115.221696
13	107.721574
7	85.427452
8	85.648935
7	84.637316
14	110.618167
7	84.129365
10	97.324308
9	89.845119
10	96.378196
7	84.704939
4	73.945198
13	107.751566
4	71.124338
10	97.113547
7	83.737382
11	99.164171
10	94.283858
7	82.672953
3	67.449876
12	106.936403
13	110.429045
1	62.377374
7	82.873385
8	88.043632
2	62.814234
10	97.834428
13	109.764609
14	112.349501
13	108.577358
10	94.157639
12	102.789151
11	100.889224
1	58.771878
14	111.989685
1	60.909381
5	75.041224
12	106.603583
8	86.994531
9	92.808059
8	85.649187
2	62.962760
14	113.728828
3	65.046670
3	65.769586
5	74.144135
8	85.487922
8	86.813944
13	106.702351
3	66.093837
7	82.286475
13	111.167311
14	111.251203
15	115.201641
3	67.040658
4	68.730657
12	103.654410
9	93.582581
6	79.337003
11	99.840598
11	98.933836
3	68.096994
14	113.782225
13	109.034048
12	103.415188
1	59.562923
14	112.236581
16	120.670357
7	84.237072
12	102.053167
3	67.456698
9	92.019145
6	79.090959
